title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Ground Clearance,Power,Mileage,Fuel,Drive Type,Seating Capacity,No. of Airbags,Length,Global NCAP Safety Rating,Top Speed,Boot Space,Range,Battery Capacity,Charging Time DC,Charging Time AC
2016 Skoda Rapid 1.5 TDI Ambition,₹5.45 Lakh,"Pimple Saudagar, Pune",Sept 2016,Third Party,Diesel,5 Seats,"87,000 Kms",Pimpri chinchwad,First Owner,1498 cc,Manual,2016,,,,,,,,,,,,,,,,
2015 Maruti Celerio VXI AMT,₹3.44 Lakh,"Thathawade, Pune",Aug 2015,Third Party,Petrol,5 Seats,"43,691 Kms",Pune,First Owner,998 cc,Automatic,2015,,,,,,,,,,,,,,,,
2016 Hyundai Grand i10 Asta Option,₹4.75 Lakh,"Dehu Road Cantt, Pune",Jan 2017,Comprehensive,Petrol,5 Seats,"69,190 Kms",Pune,First Owner,1197 cc,Manual,2016,1197 cc,,82 bhp,18.9 kmpl,Petrol,,,,3765mm,,,,,,,
2017 Maruti Celerio ZXI AMT BSIV,₹4.25 Lakh,"Wakad, Pune",Apr 2017,Expired,Petrol,5 Seats,"46,254 Kms",Mumbai,First Owner,998 cc,Automatic,2017,,,,,,,,,,,,,,,,
2010 Ford Figo Petrol ZXI,₹1.97 Lakh,"Wagholi, Pune",Oct 2010,Comprehensive,Petrol,5 Seats,"63,519 Kms",Pune,First Owner,1196 cc,Manual,2010,1196 cc,,70.02 bhp,15.6 kmpl,Petrol,,,,3795mm,,,,,,,
2022 Tata Tigor 1.2 Revotron XZ,₹7.41 Lakh,"Wakad, Pune",Apr 2022,Comprehensive,Petrol,5 Seats,"22,477 Kms",Pune,First Owner,1199 cc,Manual,2022,1199 cc,,84 bhp,20.3 kmpl,Petrol,,,,,,,,,,,
2013 Maruti Swift VXI,₹3.46 Lakh,"Hadapsar, Pune",Jan 2014,Comprehensive,Petrol,5 Seats,"45,523 Kms",Solapur,Second Owner,1197 cc,Manual,2013,1197 cc,,85.8 bhp,18.6 kmpl,Petrol,,,,3850mm,,,,,,,
2012 Skoda Rapid 1.6 TDI Ambition,₹4.50 Lakh,"Warje, Pune",Mar 2012,Comprehensive,Diesel,5 Seats,"63,000 Kms",Pune,First Owner,1598 cc,Manual,2012,1598 cc,,103.5 bhp,20.5 kmpl,Diesel,,,,,,,,,,,
2022 Tata Tigor 1.2 Revotron XZ,₹6.78 Lakh,"Hadapsar, Pune",Jul 2022,Comprehensive,Petrol,5 Seats,"54,591 Kms",Pune,First Owner,1199 cc,Manual,2022,1199 cc,,84 bhp,20.3 kmpl,Petrol,,,,,,,,,,,
2022 Hyundai Grand i10 Nios Magna CNG,₹6.56 Lakh,"Wakad, Pune",Mar 2022,Comprehensive,CNG,5 Seats,"22,400 Kms",Pimpri chinchwad,First Owner,1197 cc,Manual,2022,1197 cc,,68.05 bhp,,CNG,,,2,3805mm,,,,,,,
2014 Datsun GO T BSIV,₹2.15 Lakh,"Kharadi, Pune",Aug 2014,Third Party,Petrol,5 Seats,"78,000 Kms",Pune,First Owner,1198 cc,Manual,2014,1198 cc,,67 bhp,20.63 kmpl,Petrol,,,,3785mm,,,,,,,
2019 Tata Tiago 1.2 Revotron XZ,₹4.75 Lakh,"Shaniwar Peth, Pune",Oct 2019,Comprehensive,Petrol,5 Seats,"43,000 Kms",Pune,First Owner,1199 cc,Manual,2019,1199 cc,,84 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,
2022 Mahindra Scorpio N Z8L 6 Str Diesel AT,₹19.32 Lakh,"Wakad, Pune",Dec 2022,Comprehensive,Diesel,6 Seats,"49,559 Kms",Pimpri chinchwad,First Owner,2198 cc,Automatic,2022,2198 cc,,172.45 bhp,15.42 kmpl,Diesel,RWD,"6, 7",,,5 Star,,,,,,
2018 Volkswagen Vento 1.2 TSI Highline Plus AT,₹7.25 Lakh,"Hadapsar, Pune",Jul 2018,Expired,Petrol,5 Seats,"85,000 Kms",Pune,First Owner,1197 cc,Automatic,2018,1197 cc,,103.2 bhp,18.19 kmpl,Petrol,,,,,,,,,,,
2021 MG ZS EV Exclusive,₹15.50 Lakh,"Hadapsar, Pune",Jun 2021,Comprehensive,Electric,5 Seats,"60,000 Kms",Pune,First Owner,,Automatic,2021,,,140.8 bhp,,,,5,6,,,,,419 km,44.5 kWh,,
2019 Mahindra TUV 300 mHAWK100 T8,₹8.45 Lakh,"Chinchwadgaon, Pune",Oct 2019,Comprehensive,Diesel,7 Seats,"90,000 Kms",Pune,First Owner,1493 cc,Manual,2019,1493 cc,184mm,100 bhp,18.49 kmpl,,RWD,,,,,,,,,,
2017 Volkswagen Passat 2.0 TDI AT Highline,₹20.50 Lakh,"Mundhwa, Pune",Jun 2018,Comprehensive,Diesel,5 Seats,"87,500 Kms",Pune,First Owner,1968 cc,Automatic,2017,1968 cc,,175 bhp,17.42 kmpl,Diesel,,,,,,,,,,,
2022 Honda City V MT,₹9.70 Lakh,"Shaniwar Peth, Pune",May 2022,Comprehensive,Petrol,5 Seats,"7,500 Kms",Pune,First Owner,1498 cc,Manual,2022,1498 cc,,119.35 bhp,18.6 kmpl,Petrol,,,4,,,,,,,,
2018 Hyundai Verna VTVT 1.4 E,₹7.35 Lakh,"Kasarwadi, Pune",Aug 2018,Comprehensive,Petrol,5 Seats,"52,000 Kms",Pimpri chinchwad,First Owner,1368 cc,Manual,2018,1368 cc,,98.6 bhp,19.1 kmpl,Petrol,,,2,,,,,,,,
2021 Renault Triber RXZ,₹6.73 Lakh,"Wagholi, Pune",Mar 2021,Comprehensive,Petrol,7 Seats,"19,031 Kms",Pimpri chinchwad,First Owner,999 cc,Manual,2021,999 cc,,71.01 bhp,20 kmpl,Petrol,,7,,,4 Star,,,,,,
2016 Honda Jazz 1.2 E i VTEC,₹4.95 Lakh,"Dehu Road Cantt, Pune",Nov 2016,Comprehensive,Petrol,5 Seats,"60,139 Kms",Kolhapur,First Owner,1199 cc,Manual,2016,1199 cc,,88.7 bhp,18.7 kmpl,Petrol,,,,3955mm,,,,,,,
2015 Skoda Rapid 1.5 TDI Elegance Plus,₹6.50 Lakh,"Mundhwa, Pune",Jun 2015,Expired,Diesel,5 Seats,"86,700 Kms",Thane,First Owner,1498 cc,Manual,2015,1498 cc,,103.52 bhp,21.14 kmpl,Diesel,,,,,,,,,,,
2015 Tata Altroz XT Diesel,₹4.32 Lakh,"Hadapsar, Pune",Mar 2015,Comprehensive,Diesel,,"39,062 Kms",Pimpri chinchwad,Second Owner,1497 cc,Manual,2015,1497 cc,,88.77 bhp,23.64 kmpl,Diesel,,,,,,,,,,,
2015 Volkswagen Polo 1.2 MPI Comfortline,₹4.45 Lakh,"Dehu Road Cantt, Pune",Feb 2015,Comprehensive,Petrol,5 Seats,"45,625 Kms",Pune,Second Owner,1198 cc,Manual,2015,1198 cc,,74 bhp,16.47 kmpl,Petrol,,,,3971mm,,,,,,,
2015 Maruti Wagon R VXI BS IV,₹3.35 Lakh,"Vimannagar, Pune",Feb 2015,Comprehensive,Petrol,5 Seats,"49,000 Kms",Pune,Second Owner,998 cc,Manual,2015,998 cc,,67.04 bhp,20.51 kmpl,Petrol,,,,3599mm,,,,,,,
2023 Renault KWID 1.0 AMT RXT,₹5.40 Lakh,"Wakad, Pune",Jan 2024,Comprehensive,Petrol,5 Seats,"7,415 Kms",Nagpur,First Owner,999 cc,Automatic,2023,,,,,,,,,,,,,,,,
2021 Maruti Baleno Delta,₹7.50 Lakh,"Yerwada T.s., Pune",Mar 2022,Expired,Petrol,5 Seats,"42,000 Kms",Solapur,First Owner,1197 cc,Manual,2021,1197 cc,,81.80 bhp,21.01 kmpl,Petrol,,,2,,,,,,,,
2021 Hyundai Venue SX Diesel,₹9.85 Lakh,"Loni Kalbhor, Pune",Oct 2021,Comprehensive,Diesel,5 Seats,"12,000 Kms",Pimpri chinchwad,First Owner,1493 cc,Manual,2021,1493 cc,,98.6 bhp,23.7 kmpl,Diesel,FWD,,,,,,,,,,
2017 Hyundai Grand i10 Magna,₹4.10 Lakh,"Kothrud, Pune",Aug 2017,Expired,Petrol,5 Seats,"36,000 Kms",Pune,First Owner,1197 cc,Manual,2017,,,,,,,,,,,,,,,,
2020 Skoda Superb Petrol Ambition,₹6.29 Lakh,"Hadapsar, Pune",Sept 2020,Comprehensive,Petrol,5 Seats,"1,25,354 Kms",Pune,First Owner,1798 cc,Manual,2020,,,,,,,,,,,,,,,,
2012 Tata Safari Storme EX,₹4.99 Lakh,"Chikhlee B.O, Pune",Jan 2013,Comprehensive,Diesel,7 Seats,"73,000 Kms",Pimpri chinchwad,Second Owner,2179 cc,Manual,2012,2179 cc,200mm,138.1 bhp,14 kmpl,,FWD,7,,,,,,,,,
2014 Maruti Celerio VXI AT,₹3.10 Lakh,"Devale, Pune",Jan 2015,Expired,Petrol,5 Seats,"46,000 Kms",Pune,Second Owner,998 cc,Automatic,2014,998 cc,,67.04 bhp,23.1 kmpl,Petrol,,,,3715mm,,,,,,,
2021 Tata Altroz XZ,₹7.78 Lakh,"Wakad, Pune",Oct 2021,Comprehensive,Petrol,5 Seats,"48,377 Kms",Kolhapur,First Owner,1199 cc,Manual,2021,1199 cc,,86.83 bhp,19.33 kmpl,Petrol,,,2,,,,,,,,
2008 Honda Civic 1.8 (E) MT,₹1 Lakh,Pune,2008,Expired,Petrol,5 Seats,"80,000 Kms",Mumbai,Third Owner,1799 cc,Manual,2008,1799 cc,,130 bhp,13.5 kmpl,Petrol,,,,,,,,,,,
2014 BMW 5 Series 520d Luxury Line,₹17.50 Lakh,"Baner, Pune",Feb 2014,Expired,Diesel,5 Seats,"75,000 Kms",Nagpur,Second Owner,1995 cc,Automatic,2014,1995 cc,,190 bhp,,Diesel,RWD,,,,,231 kmph,,,,,
2015 Honda Jazz 1.5 VX i DTEC,₹4.50 Lakh,Pune,2015,Expired,Diesel,5 Seats,"1,00,000 Kms",Pune,Second Owner,1498 cc,Manual,2015,1498 cc,,98.6 bhp,27.3 kmpl,Diesel,,,,3955mm,,,,,,,
2018 Tata Tiago 1.2 Revotron XT,₹3.90 Lakh,"Kothrud, Pune",Dec 2018,Expired,Petrol,5 Seats,"72,000 Kms",Pimpri chinchwad,First Owner,1199 cc,Manual,2018,1199 cc,,84 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,
2022 Hyundai i20 Asta Opt IVT BSVI,₹9.95 Lakh,"Pashan, Pune",Jun 2022,Third Party,Petrol,5 Seats,"25,000 Kms",Pune,First Owner,1197 cc,Automatic,2022,1197 cc,,86.76 bhp,19.65 kmpl,Petrol,,,2,,,,,,,,
2017 Tata Tiago 1.2 Revotron XTA,₹4.49 Lakh,"Yerwada, Pune",Jan 2018,Comprehensive,Petrol,5 Seats,"68,000 Kms",Pune,First Owner,1199 cc,Automatic,2017,1199 cc,,84 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,
2013 Ford Figo Petrol EXI,₹2.23 Lakh,"Hadapsar, Pune",Sept 2013,Expired,Petrol,5 Seats,"1,00,029 Kms",Pune,First Owner,1196 cc,Manual,2013,1196 cc,,70.02 bhp,15.6 kmpl,Petrol,,,,3795mm,,,,,,,
2015 Mahindra XUV500 W6 2WD,₹8.25 Lakh,"Kasarwadi, Pune",Jan 2016,Comprehensive,Diesel,7 Seats,"78,000 Kms",Pune,First Owner,2179 cc,Manual,2015,2179 cc,,140 bhp,15.1 kmpl,Diesel,FWD,7,,,,,,,,,
2020 Tata Harrier XZA Plus Dual Tone AT BSVI,₹15.83 Lakh,Pune,2020,Expired,Diesel,5 Seats,"50,000 Kms",Pimpri chinchwad,First Owner,1956 cc,Automatic,2020,1956 cc,,167.67 bhp,14.6 kmpl,Diesel,,5,6,,,,,,,,
2018 Maruti Celerio ZXI AMT BSIV,₹4.19 Lakh,"Pimple Saudagar, Pune",Mar 2018,Third Party,Petrol,5 Seats,"86,000 Kms",Pimpri chinchwad,Second Owner,998 cc,Automatic,2018,998 cc,,67.04 bhp,23.1 kmpl,Petrol,,,1,,,,,,,,
2012 Maruti Ertiga VDI,₹5.65 Lakh,"Shaniwar Peth, Pune",Jun 2012,Expired,Diesel,7 Seats,"65,000 Kms",Pimpri chinchwad,First Owner,1248 cc,Manual,2012,1248 cc,,88.76 bhp,20.77 kmpl,Diesel,,7,,,,,,,,,
2015 Mercedes-Benz S-Class S 350 CDI,₹26.50 Lakh,"Baner, Pune",May 2015,Expired,Diesel,5 Seats,"1,13,000 Kms",Mumbai,Third Owner,2987 cc,Automatic,2015,2987 cc,,254.79 bhp,,Diesel,RWD,,,,,250 kmph,,,,,
2012 Hyundai Santro Xing GL,₹2.35 Lakh,"Dehu Road Cantt, Pune",Apr 2012,Third Party,Petrol,5 Seats,"28,740 Kms",Pimpri chinchwad,First Owner,1086 cc,Manual,2012,1086 cc,,62 bhp,,Petrol,,,,3565mm,,,,,,,
2017 Jeep Compass 2.0 Longitude Opt Diesel BSVI,₹10 Lakh,"Infotech Park, Pune",Nov 2017,Expired,Diesel,5 Seats,"49,990 Kms",Pune,Second Owner,1956 cc,Manual,2017,1956 cc,,167.67 bhp,17.1 kmpl,Diesel,4x2,5,,,,,,,,,
2017 Mercedes-Benz E-Class E 200 CGI,₹28.50 Lakh,"Baner, Pune",Feb 2017,Expired,Petrol,5 Seats,"53,500 Kms",Mumbai,Second Owner,1991 cc,Automatic,2017,1991 cc,,184 bhp,,Petrol,RWD,5,,,,233 kmph,,,,,
2012 Maruti SX4 Green Vxi (CNG),₹2.90 Lakh,"Market Yard, Pune",Dec 2012,Expired,CNG,5 Seats,"86,000 Kms",Pimpri chinchwad,First Owner,1586 cc,Manual,2012,1586 cc,,103.3 bhp,21.4 km/kg,CNG,,,,,,,,,,,
2013 Honda Brio VX,₹1.75 Lakh,Pune,2013,Expired,Petrol,5 Seats,"1,20,000 Kms",Pune,First Owner,1198 cc,Manual,2013,1198 cc,,86.8 bhp,19.4 kmpl,Petrol,,,,3610mm,,,,,,,
2023 Maruti Ertiga VXi (O) CNG,₹11.55 Lakh,"Rahatani, Pune",Feb 2023,Third Party,CNG,7 Seats,"61,000 Kms",Pimpri chinchwad,First Owner,1462 cc,Manual,2023,1462 cc,,86.63 bhp,26.11 km/kg,CNG,,7,,,,,,,,,
2014 Honda Amaze 2nd Gen E,₹3.71 Lakh,"Wakad, Pune",Jan 2014,Comprehensive,Petrol,5 Seats,"11,930 Kms",Pune,First Owner,1199 cc,Manual,2014,1199 cc,,88.50 bhp,18.6 kmpl,Petrol,,,,,,,420 Litres,,,,
2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹5.25 Lakh,"Warje, Pune",Apr 2018,Comprehensive,Petrol,5 Seats,"47,000 Kms",Pune,First Owner,1197 cc,Manual,2018,1197 cc,,81.86 bhp,18.9 kmpl,Petrol,,,2,,,,,,,,
2007 Honda City GXi,₹2.07 Lakh,Pune,2007,Expired,Petrol,5 Seats,"90,000 Kms",Pune,Second Owner,1497 cc,Manual,2007,1497 cc,,,17.7 kmpl,Petrol,,,,,,,,,,,
2016 Maruti Baleno 1.2 Delta,₹5.40 Lakh,"Pashan, Pune",Apr 2016,Expired,Petrol,5 Seats,"63,000 Kms",Pune,First Owner,1197 cc,Manual,2016,1197 cc,,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,
2015 Volkswagen Vento 1.2 TSI Comfortline AT,₹4.70 Lakh,"Vimannagar, Pune",Mar 2015,Expired,Petrol,5 Seats,"78,000 Kms",Mumbai,First Owner,1197 cc,Automatic,2015,1197 cc,,103.2 bhp,16.93 kmpl,Petrol,,,,,,,,,,,
2016 BMW 3 Series 320d Sport,₹13.99 Lakh,"Yerwada, Pune",Dec 2016,Comprehensive,Diesel,5 Seats,"53,000 Kms",Pimpri chinchwad,Second Owner,1995 cc,Automatic,2016,,,,,,,,,,,,,,,,
2021 Hyundai Santro Sportz,₹5.61 Lakh,"Hadapsar, Pune",Jun 2021,Comprehensive,Petrol,5 Seats,"10,080 Kms",Nagpur,First Owner,1086 cc,Manual,2021,1086 cc,,68.05 bhp,20.3 kmpl,Petrol,,,2,,,,,,,,
2010 Mercedes-Benz E-Class E250 CDI Classic,₹7.99 Lakh,"Undri, Pune",Oct 2010,Expired,Diesel,5 Seats,"66,000 Kms",Mumbai,First Owner,2143 cc,Automatic,2010,,,,,,,,,,,,,,,,
2016 Hyundai Creta 1.6 VTVT AT SX Plus,₹8 Lakh,"Kothrud, Pune",Jan 2017,Expired,Petrol,5 Seats,"66,000 Kms",Pune,First Owner,1591 cc,Automatic,2016,1591 cc,190mm,121.3 bhp,13 kmpl,,FWD,5,,,,,,,,,
2014 Honda City i VTEC CVT SV,₹4.95 Lakh,"Kharadi, Pune",Oct 2014,Comprehensive,Petrol,5 Seats,"65,000 Kms",Mumbai,First Owner,1497 cc,Automatic,2014,1497 cc,,117.3 bhp,18 kmpl,Petrol,,,,,,,,,,,
2016 Maruti Swift VXI,₹4.25 Lakh,"Undri, Pune",Mar 2016,Third Party,Petrol,5 Seats,"89,281 Kms",Pune,First Owner,1197 cc,Manual,2016,1197 cc,,88.50 bhp,22.38 kmpl,Petrol,,,,,,,268 Litres,,,,
2018 Maruti Celerio ZXI AMT BSIV,₹4.85 Lakh,"Balewadi, Pune",Jul 2018,Expired,Petrol,5 Seats,"61,000 Kms",Pune,First Owner,998 cc,Automatic,2018,998 cc,,67.04 bhp,23.1 kmpl,Petrol,,,1,,,,,,,,
2015 Volvo XC60 D5 Inscription,₹19.50 Lakh,"Chinchwadgaon, Pune",Feb 2016,Expired,Diesel,5 Seats,"68,000 Kms",Mumbai,First Owner,2400 cc,Automatic,2015,2400 cc,,215 bhp,,Diesel,AWD,,,,,205 kmph,,,,,
2016 Hyundai Creta 1.6 CRDi AT SX Plus,₹8.90 Lakh,"Bavdhan, Pune",Jun 2016,Comprehensive,Diesel,5 Seats,"75,000 Kms",Mumbai,First Owner,1582 cc,Automatic,2016,1582 cc,190mm,126.2 bhp,17.01 kmpl,,FWD,5,,,,,,,,,
2021 Kia Seltos HTK Plus AT D,₹13.50 Lakh,"Dehu Road Cantt, Pune",Aug 2021,Comprehensive,Diesel,5 Seats,"32,970 Kms",Pune,First Owner,1493 cc,Automatic,2021,1493 cc,,113.42 bhp,17.8 kmpl,Diesel,2WD,5,,,,,,,,,
2014 Hyundai Grand i10 AT Asta,₹3.91 Lakh,"Thathawade, Pune",Oct 2014,Comprehensive,Petrol,5 Seats,"73,530 Kms",Pune,First Owner,1197 cc,Automatic,2014,1197 cc,,82 bhp,18.9 kmpl,Petrol,,,,3765mm,,,,,,,
2016 Mercedes-Benz GLS 350d 4MATIC,₹42 Lakh,"Camp, Pune",Sept 2016,Comprehensive,Diesel,7 Seats,"89,000 Kms",Aurangabad,First Owner,2987 cc,Automatic,2016,,,,,,,,,,,,,,,,
2015 BMW X3 xDrive 20d xLine,₹14.50 Lakh,"Baner, Pune",Jan 2015,Comprehensive,Diesel,5 Seats,"96,900 Kms",Mumbai,Fourth Owner,1995 cc,Automatic,2015,1995 cc,,187.7 bhp,,Diesel,4WD,,,,,213 kmph,,,,,
2023 Maruti Alto 800 LXI Opt S-CNG,₹4.19 Lakh,"Thathawade, Pune",Nov 2023,Third Party,CNG,4 Seats,"38,676 Kms",Pen,First Owner,796 cc,Manual,2023,796 cc,,40.36 bhp,31.59 km/kg,CNG,,,2,,,,,,,,
2015 Volkswagen Jetta 2.0L TDI Highline AT,₹8.70 Lakh,"Vimannagar, Pune",May 2015,Comprehensive,Diesel,5 Seats,"87,000 Kms",Mumbai,Second Owner,1968 cc,Automatic,2015,1968 cc,,138.03 bhp,16.96 kmpl,Diesel,,,,,,,,,,,
2021 Nissan Magnite XE,₹5.07 Lakh,"Wagholi, Pune",Oct 2021,Comprehensive,Petrol,5 Seats,"14,276 Kms",Aurangabad,First Owner,999 cc,Manual,2021,999 cc,205 mm,71.01 bhp,19.35 kmpl,,FWD,,,,,,,,,,
2016 Volkswagen Ameo 1.2 MPI Highline,₹3.95 Lakh,"Thathawade, Pune",Aug 2016,Expired,Petrol,5 Seats,"66,909 Kms",Navi Mumbai,Second Owner,1198 cc,Manual,2016,1198 cc,,73.75 bhp,17 kmpl,Petrol,,,,,,,,,,,
2022 Volkswagen Taigun 1.5 GT DSG,₹19 Lakh,"Hadapsar, Pune",,Expired,Petrol,5 Seats,"8,500 Kms",,,1498 cc,Automatic,2022,1498 cc,188 mm,147.51 bhp,18.47 kmpl,,FWD,5,,,,,,,,,
2018 Hyundai Santro Magna CNG,₹3.85 Lakh,"Wakad, Pune",Jan 2019,Comprehensive,CNG,5 Seats,"1,19,089 Kms",Mumbai,First Owner,1086 cc,Manual,2018,1086 cc,,59.17 bhp,30.48 km/kg,CNG,,,2,,,,,,,,
2015 Honda Amaze SX i-VTEC,₹3.64 Lakh,"Undri, Pune",May 2015,Zero Dep,Petrol,5 Seats,"99,385 Kms",Thane,First Owner,1198 cc,Manual,2015,1198 cc,,86.7 bhp,18 kmpl,Petrol,,,,,,,,,,,
2012 Volkswagen Polo 1.5 TDI Highline,₹3.35 Lakh,"Wakad, Pune",Oct 2012,Comprehensive,Diesel,5 Seats,"49,552 Kms",Pune,Second Owner,1498 cc,Manual,2012,1498 cc,,88 bhp,20.14 kmpl,Diesel,,,,3971mm,,,,,,,
2012 Volkswagen Vento Petrol Highline,₹3 Lakh,"Khondhwa KH, Pune",Mar 2012,Comprehensive,Petrol,5 Seats,"75,000 Kms",Pune,First Owner,1598 cc,Manual,2012,1598 cc,,103.6 bhp,15.04 kmpl,Petrol,,,,,,,,,,,
2016 Hyundai Verna 1.6 VTVT SX,₹6.50 Lakh,"Hadapsar, Pune",Dec 2016,Comprehensive,Petrol,5 Seats,"45,981 Kms",Pune,First Owner,1591 cc,Manual,2016,1591 cc,,121.3 bhp,17.01 kmpl,Petrol,,,,,,,,,,,
2021 MG ZS EV Exclusive,₹14.50 Lakh,"Hadapsar, Pune",Jul 2021,Comprehensive,Electric,5 Seats,"49,876 Kms",Pimpri chinchwad,First Owner,,Automatic,2021,,,140.8 bhp,,,,5,6,,,,,419 km,44.5 kWh,,
2012 Tata Indica Quadrajet VX,₹1.95 Lakh,"Chikhlee B.O, Pune",Nov 2012,Expired,Diesel,5 Seats,"80,000 Kms",Pune,Second Owner,1248 cc,Manual,2012,1248 cc,,74 bhp,22.3 kmpl,Diesel,,,,3795mm,,,,,,,
2018 Honda Amaze VX Petrol BSIV,₹5.63 Lakh,"Undri, Pune",Aug 2018,Zero Dep,Petrol,5 Seats,"56,849 Kms",Pune,First Owner,1199 cc,Manual,2018,1199 cc,,88.76 bhp,19.5 kmpl,Petrol,,,2,,,,,,,,
2022 Tata Punch Adventure Rhythm CNG,₹5.94 Lakh,"Hadapsar, Pune",Mar 2022,Comprehensive,CNG,5 Seats,"51,724 Kms",Satara,First Owner,1199 cc,Manual,2022,1199 cc,187 mm,72 bhp,26.99 km/kg,,FWD,,,,5 Star,,,,,,
2023 Volkswagen Taigun 1.0 Topline,₹16.25 Lakh,"Hadapsar, Pune",,Comprehensive,Petrol,5 Seats,"5,089 Kms",,,999 cc,Manual,2023,,,,,,,,,,,,,,,,
2012 Hyundai Verna 1.6 SX,₹3.95 Lakh,"Rahatani, Pune",Jun 2012,Third Party,Diesel,5 Seats,"1,07,000 Kms",Mumbai,First Owner,1582 cc,Manual,2012,1582 cc,,126.32 bhp,22.32 kmpl,Diesel,,,,,,,,,,,
2006 Maruti Swift 1.3 VXi,₹1.24 Lakh,Pune,2006,Expired,Petrol,5 Seats,"20,000 Kms",Navi Mumbai,Third Owner,1298 cc,Manual,2006,1298 cc,,,16.1 kmpl,Petrol,,,,3760mm,,,,,,,
2011 BMW 7 Series 740Li,₹12.75 Lakh,"Baner, Pune",Dec 2011,Comprehensive,Petrol,5 Seats,"45,000 Kms",Mumbai,Second Owner,2979 cc,Automatic,2011,2979 cc,,321 bhp,,Petrol,,,,,,250km/hr kmph,,,,,
