title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Seating Capacity,Drive Type,Mileage,Fuel,No. of Airbags,Length,Ground Clearance,Top Speed,Range,Battery Capacity,Charging Time DC,Charging Time AC,Regenerative Braking Levels,Boot Space,Global NCAP Safety Rating
2009 Hyundai i10 Sportz 1.2,₹2.40 Lakh,Chennai,2009,Expired,Petrol,5 Seats,"70,000 Kms",Chennai,Second Owner,1197 cc,Manual,2009,1197 cc,78.9 bhp,,,20.36 kmpl,Petrol,,3585mm,,,,,,,,,
2021 BMW X1 sDrive20d xLine,₹29.90 Lakh,"Peelamedu, Coimbatore",Jan 2022,Comprehensive,Diesel,5 Seats,"39,561 Kms",Pondicherry,First Owner,1995 cc,Automatic,2021,1995 cc,187.74 bhp,5,,19.62 kmpl,Diesel,6,,,,,,,,,,
2016 Renault KWID RXT,₹2.98 Lakh,"Vadapalani, Chennai",Aug 2016,Comprehensive,Petrol,5 Seats,"81,490 Kms",Tenkasi,First Owner,799 cc,Manual,2016,799 cc,53.3 bhp,,,25.17 kmpl,Petrol,,3679mm,,,,,,,,,
2017 Mercedes-Benz GLA 4MATIC,₹21.50 Lakh,"Ashoknagar, Chennai",Aug 2017,Comprehensive,Petrol,5 Seats,"85,000 Kms",Poonamallee,Second Owner,1991 cc,Automatic,2017,1991 cc,375.48 bhp,5,AWD,12.33 kmpl,,,,183mm,,,,,,,,
2019 Hyundai i20 Sportz Plus BSIV,₹6.45 Lakh,"Anna Nagar, Chennai",Feb 2019,Comprehensive,Petrol,5 Seats,"35,381 Kms",Chennai,First Owner,1197 cc,Manual,2019,1197 cc,81.86 bhp,,,18.6 kmpl,Petrol,2,,,,,,,,,,
2013 BMW X3 xDrive30d,₹9.90 Lakh,"Paltra, Gurgaon",Dec 2015,Expired,Diesel,5 Seats,"49,000 Kms",Gurgaon,Second Owner,2993 cc,Automatic,2013,2993 cc,258 bhp,,4WD,,Diesel,,,,230km/hr kmph,,,,,,,
2018 Nissan Micra Active XV,₹3.35 Lakh,"Ganapathipuram, Chennai",Apr 2018,Comprehensive,Petrol,5 Seats,"22,064 Kms",Poonamallee,Second Owner,1198 cc,Manual,2018,1198 cc,67.04 bhp,,,19.69 kmpl,Petrol,2,,,,,,,,,,
2016 BMW X5 xDrive 30d Expedition,₹36 Lakh,"Kottivakkam, Chennai",Oct 2016,Comprehensive,Diesel,5 Seats,"49,000 Kms",Chennai,Second Owner,2993 cc,Automatic,2016,2993 cc,258 bhp,,4WD,,Diesel,,,,230 kmph,,,,,,,
2017 Hyundai i20 Asta 1.2,₹5.77 Lakh,"Vadapalani, Chennai",Mar 2017,Comprehensive,Petrol,5 Seats,"66,146 Kms",Poonamallee,First Owner,1197 cc,Manual,2017,1197 cc,81.83 bhp,,,18.6 kmpl,Petrol,,3985mm,,,,,,,,,
2022 Hyundai Santro Magna Corp Edition,₹5.18 Lakh,"Ganapathipuram, Chennai",Jan 2022,Comprehensive,Petrol,5 Seats,"17,524 Kms",Thanjavur,First Owner,1086 cc,Manual,2022,1086 cc,68.07 bhp,,,20.3 kmpl,Petrol,1,,,,,,,,,,
2015 Maruti Ertiga ZXI,₹6.50 Lakh,"Chromepet, Chennai",Jun 2015,Comprehensive,Petrol,7 Seats,"66,952 Kms",Chennai,First Owner,1373 cc,Manual,2015,1373 cc,93.7 bhp,7,,16.02 kmpl,Petrol,,,,,,,,,,,
2013 Mercedes-Benz S-Class S 300,₹28 Lakh,"Kottivakkam, Chennai",Jan 2013,Comprehensive,Petrol,5 Seats,"28,000 Kms",Chennai,First Owner,2987 cc,Automatic,2013,2987 cc,,,,13 kmpl,Petrol,,,,,,,,,,,
2017 Datsun GO Plus T,₹3.31 Lakh,"Airport, Chennai",Jun 2017,Comprehensive,Petrol,7 Seats,"35,397 Kms",Chennai,First Owner,1198 cc,Manual,2017,1198 cc,67.05 bhp,7,,19.02 kmpl,Petrol,,,,,,,,,,,
2016 Maruti Celerio VXI,₹3.75 Lakh,"Ganapathipuram, Chennai",Dec 2016,Expired,Petrol,5 Seats,"39,410 Kms",Chennai,Second Owner,998 cc,Manual,2016,998 cc,65.71 bhp,,,25.24 kmpl,Petrol,,,,,,,,,,313 Litres,
2021 Honda City ZX CVT,₹9.80 Lakh,"Porur, Chennai",Apr 2021,Comprehensive,Petrol,5 Seats,"75,578 Kms",Poonamallee,First Owner,1498 cc,Automatic,2021,1498 cc,119.35 bhp,,,18.4 kmpl,Petrol,,,,,,,,,,506 Litres,
2001 Maruti Omni E 8 Str STD,₹1 Lakh,Chennai,,Expired,Petrol,,"20,000 Kms",Chennai,Third Owner,,Manual,,,,,,19.7 kmpl,Petrol,,,,,,,,,,,
2022 BMW 3 Series Gran Limousine 320Ld Luxury Line,₹45 Lakh,"Thygaraya Nagar, Chennai",May 2022,Comprehensive,Diesel,5 Seats,"30,000 Kms",Chennai,Second Owner,1995 cc,Automatic,2022,1995 cc,187.40 bhp,,,19.62 kmpl,Diesel,6,,,,,,,,,,
2017 BMW X1 sDrive 20d xLine,₹17.90 Lakh,"Peelamedu, Coimbatore",Apr 2017,Comprehensive,Diesel,5 Seats,"1,04,215 Kms",Ariyalur,Second Owner,1995 cc,Automatic,2017,1995 cc,188 bhp,5,FWD,20.68 kmpl,,,,179mm,,,,,,,,
2023 Audi Q5 Technology,₹49.50 Lakh,"Paltra, Gurgaon",Mar 2023,Expired,Petrol,5 Seats,"26,900 Kms",HR98,First Owner,1984 cc,Automatic,2023,1984 cc,245.59 bhp,,AWD,,Petrol,,,,240 kmph,,,,,,,
2017 Jeep Compass 2.0 Sport,₹10.50 Lakh,"Thygaraya Nagar, Chennai",Jul 2017,Comprehensive,Diesel,5 Seats,"65,000 Kms",Chennai,First Owner,1956 cc,Manual,2017,1956 cc,170 bhp,5,4X2,17.1 kmpl,,,,178mm,,,,,,,,
2018 Mercedes-Benz GLC 220d 4MATIC Style,₹28.50 Lakh,"Ashoknagar, Chennai",Mar 2018,Expired,Diesel,5 Seats,"39,000 Kms",Gurgaon,Second Owner,2143 cc,Automatic,2018,2143 cc,170 bhp,,AWD,,Diesel,,,,210 kmph,,,,,,,
2015 Audi A6 35 TDI Premium,₹18.50 Lakh,"Paltra, Gurgaon",Mar 2016,Expired,Diesel,5 Seats,"70,500 Kms",Gurgaon,Second Owner,1968 cc,Automatic,2015,1968 cc,174.33 bhp,5,FWD,,Diesel,,,,222 kmph,,,,,,,
2017 Maruti Celerio VXI,₹3.78 Lakh,"Vadapalani, Chennai",Feb 2018,Third Party,Petrol,5 Seats,"42,898 Kms",Chennai,First Owner,998 cc,Manual,2017,998 cc,65.71 bhp,,,25.24 kmpl,Petrol,,,,,,,,,,313 Litres,
2018 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,₹6.90 Lakh,"Anna Nagar West Extension, Chennai",Jan 2019,Comprehensive,Petrol,5 Seats,"82,000 Kms",Chennai,First Owner,1497 cc,Automatic,2018,1497 cc,121.36 bhp,,FWD,14.8 kmpl,,,,200mm,,,,,,,,
2021 Jeep Compass Model S DCT BSVI,₹20.90 Lakh,"Thygaraya Nagar, Chennai",Oct 2021,Comprehensive,Petrol,5 Seats,"28,000 Kms",Chennai,First Owner,1368 cc,Automatic,2021,1368 cc,160.77 bhp,5,4x2,14.1 kmpl,Petrol,,,,,,,,,,,
2020 Hyundai Santro Magna Corp Edition,₹4.29 Lakh,"Ganapathipuram, Chennai",Dec 2020,Expired,Petrol,5 Seats,"58,442 Kms",red hills,First Owner,1086 cc,Manual,2020,1086 cc,68.07 bhp,,,20.3 kmpl,Petrol,1,,,,,,,,,,
2022 Skoda Slavia 1.0 TSI Style Non-Sunroof BSVI,₹9.50 Lakh,"Thygaraya Nagar, Chennai",2022,Expired,Petrol,5 Seats,"40,000 Kms",Pondicherry,First Owner,999 cc,Manual,2022,999 cc,113.98 bhp,,,19.47 kmpl,Petrol,6,,,,,,,,,,
2017 BMW 3 Series Petrol,₹6.09 Lakh,"Airport, Chennai",May 2017,Comprehensive,Petrol,,"50,619 Kms",Chennai,Second Owner,1998 cc,Automatic,2017,1998 cc,255 bhp,5,,,Petrol,,,,,,,,,,,
2010 Maruti Ritz Genus VDi,₹2.55 Lakh,"Anna Nagar, Chennai",Dec 2010,Comprehensive,Diesel,5 Seats,"48,000 Kms",Chennai,First Owner,1248 cc,Manual,2010,,,,,,,,,,,,,,,,,
2021 BMW 3 Series Gran Limousine 320Ld Luxury Line,₹32.90 Lakh,"Peelamedu, Coimbatore",Sept 2021,Comprehensive,Diesel,5 Seats,"79,628 Kms",Thanjavur,Third Owner,1995 cc,Automatic,2021,1995 cc,187.40 bhp,,,19.62 kmpl,Diesel,6,,,,,,,,,,
2015 BMW 3 Series 320d Luxury Line,₹15.90 Lakh,"Peelamedu, Coimbatore",Jan 2016,Comprehensive,Diesel,5 Seats,"76,318 Kms",Tiruppur,Second Owner,1995 cc,Automatic,2015,1995 cc,184 bhp,4,RWD,,Diesel,,,,235 kmph,,,,,,,
2023 Mahindra Bolero Neo N10 R BSVI,₹10.50 Lakh,"Anna Nagar West Extension, Chennai",Mar 2023,Comprehensive,Diesel,7 Seats,"33,000 Kms",Chennai,First Owner,1493 cc,Manual,2023,1493 cc,100 bhp,,RWD(with MTT),17.29 kmpl,,,,180mm,,,,,,,,
2018 Audi Q3 35 TDI Quattro Premium Plus,₹21.90 Lakh,"Ashoknagar, Chennai",Oct 2018,Expired,Diesel,5 Seats,"25,000 Kms",New Delhi,First Owner,1968 cc,Automatic,2018,1968 cc,181 bhp,5,AWD,,Diesel,,,,219 kmph,,,,,,,
2014 Mahindra XUV500 W6 2WD,₹6 Lakh,Chennai,2014,Expired,Diesel,7 Seats,"1,20,000 Kms",Chennai,Third Owner,2179 cc,Manual,2014,2179 cc,140 bhp,7,FWD,15.1 kmpl,Diesel,,,,,,,,,,,
2018 Maruti Eeco 5 Seater AC BSIV,₹4.25 Lakh,"Thygaraya Nagar, Chennai",Jan 2019,Comprehensive,Petrol,5 Seats,"34,130 Kms",Chennai,Second Owner,1196 cc,Manual,2018,,,,,,,,,,,,,,,,,
2019 Audi Q5 40 TDI Premium Plus,₹31.90 Lakh,"Paltra, Gurgaon",Dec 2019,Expired,Diesel,5 Seats,"32,700 Kms",Gurgaon,First Owner,1968 cc,Automatic,2019,1968 cc,188 bhp,,AWD,,Diesel,,,,218 kmph,,,,,,,
2010 Maruti Swift Dzire VXi,₹2.60 Lakh,Chennai,2010,Expired,Petrol,5 Seats,"60,000 Kms",Chennai,Second Owner,1298 cc,Manual,2010,,,,,,,,,,,,,,,,,
2010 Honda Civic 1.8 V MT,₹3 Lakh,Chennai,2010,Expired,Petrol,5 Seats,"80,000 Kms",Chennai,Fourth Owner,1799 cc,Manual,2010,1799 cc,130.2 bhp,,,14.8 kmpl,Petrol,,,,,,,,,,,
2018 Hyundai Creta 1.6 SX Dual Tone,₹10 Lakh,Chennai,2018,Expired,Petrol,5 Seats,"40,000 Kms",Chennai,First Owner,1591 cc,Manual,2018,1591 cc,121.3 bhp,5,FWD,15.8 kmpl,Petrol,,,,,,,,,,,
2022 Skoda Kushaq 1.0 TSI Style 4 Airbags AT,₹12.55 Lakh,"Thiruverkadu, Chennai",Dec 2022,Zero Dep,Petrol,5 Seats,"49,836 Kms",Chennai,First Owner,999 cc,Automatic,2022,999 cc,113.98 bhp,5,FWD,17.2 kmpl,,,,188mm,,,,,,,,
2019 Maruti Baleno Delta,₹6.15 Lakh,"Koyambedu, Chennai",Nov 2019,Expired,Petrol,5 Seats,"56,000 Kms",Chennai,First Owner,1197 cc,Manual,2019,1197 cc,81.80 bhp,,,21.01 kmpl,Petrol,2,,,,,,,,,,
2021 Tata Tiago XZA AMT,₹5.90 Lakh,"Medavakkam, Chennai",Feb 2021,Comprehensive,Petrol,5 Seats,"72,000 Kms",Chennai,First Owner,1199 cc,Automatic,2021,1199 cc,84.82 bhp,,,20.09 kmpl,Petrol,2,,,,,,,,,,
2022 Skoda Kushaq 1.0 TSI Ambition BSVI,₹10.93 Lakh,"Vadapalani, Chennai",Apr 2022,Zero Dep,Petrol,5 Seats,"24,841 Kms",Chennai,First Owner,999 cc,Manual,2022,999 cc,113.98 bhp,5,FWD,19.2 kmpl,,,,188mm,,,,,,,,
2019 BMW 7 Series 730Ld DPE,₹68 Lakh,"Kottivakkam, Chennai",Mar 2019,Comprehensive,Diesel,4 Seats,"53,001 Kms",Chennai,First Owner,2993 cc,Automatic,2019,2993 cc,261.49 bhp,,,17.66 kmpl,Diesel,,,,,,,,,,,
2021 Audi A4 Premium Plus,₹32 Lakh,"Thygaraya Nagar, Chennai",Sept 2021,Comprehensive,Petrol,5 Seats,"57,217 Kms",Chennai,First Owner,1998 cc,Automatic,2021,1998 cc,187.74 bhp,5,FWD,,Petrol,,,,241 kmph,,,,,,,
2022 Toyota Urban cruiser Premium,₹9.25 Lakh,"MEENAMBAKKAM, Chennai",Mar 2022,Comprehensive,Petrol,5 Seats,"48,037 Kms",Gudalur,First Owner,1462 cc,Manual,2022,,,,,,,,,,,,,,,,,
2012 Maruti Alto K10 2010-2014 VXI,₹2.35 Lakh,Chennai,2012,Expired,Petrol,5 Seats,"30,000 Kms",Chennai,First Owner,998 cc,Manual,2012,998 cc,67.1 bhp,,,20.92 kmpl,Petrol,,3620mm,,,,,,,,,
2018 Mercedes-Benz GLS 350d 4MATIC,₹55 Lakh,Chennai,2018,Expired,Diesel,7 Seats,"1,50,000 Kms",Chennai,Second Owner,2987 cc,Automatic,2018,2987 cc,258 bhp,,AWD,,Diesel,,,,222 kmph,,,,,,,
2015 Audi A6 35 TDI Technology,₹14.80 Lakh,"Thygaraya Nagar, Chennai",Mar 2016,Expired,Diesel,5 Seats,"71,000 Kms",Gurgaon,First Owner,1968 cc,Automatic,2015,1968 cc,174.33 bhp,,FWD,,Diesel,,,,222 kmph,,,,,,,
2018 Maruti Swift Dzire VXi AT,₹6.15 Lakh,"MEENAMBAKKAM, Chennai",Feb 2018,Comprehensive,Petrol,5 Seats,"69,598 Kms",Chennai,First Owner,1197 cc,Automatic,2018,1197 cc,83.14 bhp,,,18.5 kmpl,Petrol,,,,,,,,,,,
2011 Toyota Etios G,₹3.75 Lakh,"Kovilambakkam, Chennai",Jun 2011,Comprehensive,Petrol,5 Seats,"65,000 Kms",Chennai,First Owner,1496 cc,Manual,2011,1496 cc,88.73 bhp,,,17.6 kmpl,Petrol,,,,,,,,,,,
2021 Hyundai Santro Sportz AMT,₹5.65 Lakh,"Thygaraya Nagar, Chennai",Sept 2021,Comprehensive,Petrol,5 Seats,"37,000 Kms",Chennai,First Owner,1086 cc,Automatic,2021,1086 cc,68.05 bhp,,,20.3 kmpl,Petrol,2,,,,,,,,,,
2010 Hyundai i20 1.2 Asta,₹2.27 Lakh,Chennai,2010,Expired,Petrol,5 Seats,"80,000 Kms",narnaul,Second Owner,1197 cc,Manual,2010,1197 cc,,,,17 kmpl,Petrol,,3940 mm,,,,,,,,,
2022 Hyundai Verna SX Opt Turbo,₹12.90 Lakh,"Anna Nagar, Chennai",Jan 2023,Third Party,Petrol,5 Seats,"25,000 Kms",Chennai,First Owner,998 cc,Automatic,2022,998 cc,118.41 bhp,,,19.2 kmpl,Petrol,6,,,,,,,,,,
2020 Toyota Innova Crysta 2.4 G MT,₹20 Lakh,"Kovilambakkam, Chennai",Jan 2021,Comprehensive,Diesel,7 Seats,"75,000 Kms",Poonamallee,First Owner,2393 cc,Manual,2020,2393 cc,147.51 bhp,7,,,Diesel,3,,,,,,,,,,
2024 Skoda Kushaq 1.5 TSI Style DSG,₹14.33 Lakh,"Airport, Chennai",Oct 2024,Comprehensive,Petrol,5 Seats,"1,765 Kms",Chennai,First Owner,1498 cc,Automatic,2024,,,,,,,,,,,,,,,,,
2020 Maruti Ignis 1.2 AMT Alpha BSIV,₹5.40 Lakh,"Ganapathipuram, Chennai",Sept 2020,Comprehensive,Petrol,5 Seats,"77,077 Kms",Poonamallee,First Owner,1197 cc,Automatic,2020,1197 cc,81.80 bhp,,,20.89 kmpl,Petrol,2,,,,,,,,,,
2012 Maruti Wagon R VXI BS IV,₹2.89 Lakh,"Thygaraya Nagar, Chennai",Aug 2012,Third Party,Petrol,5 Seats,"86,915 Kms",Chennai,Second Owner,998 cc,Manual,2012,998 cc,67.1 bhp,,,18.9 kmpl,Petrol,,3595mm,,,,,,,,,
2019 Hyundai Santro Sportz AMT BSIV,₹4.46 Lakh,"Vadapalani, Chennai",Mar 2019,Comprehensive,Petrol,5 Seats,"22,847 Kms",Chennai,First Owner,1086 cc,Automatic,2019,,,,,,,,,,,,,,,,,
2017 Skoda Rapid 1.5 TDI Style BSIV,₹8 Lakh,Chennai,2017,Expired,Diesel,5 Seats,"1,60,000 Kms",Chennai,First Owner,1498 cc,Manual,2017,1498 cc,108.6 bhp,,,21.13 kmpl,Diesel,4,,,,,,,,,,
2019 Volkswagen Vento 1.2 TSI Highline Plus AT,₹7.74 Lakh,"Thiruverkadu, Chennai",Dec 2019,Comprehensive,Petrol,5 Seats,"43,955 Kms",Chennai,Second Owner,1197 cc,Automatic,2019,1197 cc,103.2 bhp,,,18.19 kmpl,Petrol,,,,,,,,,,,
2011 Hyundai i20 Petrol Magna,₹2.70 Lakh,"Vadapalani, Chennai",May 2011,Comprehensive,Petrol,5 Seats,"36,821 Kms",Chennai,Second Owner,1197 cc,Manual,2011,1197 cc,81.86 bhp,,,18.6 kmpl,Petrol,,3985mm,,,,,,,,,
2013 Renault Duster RXL AWD,₹3.45 Lakh,"Triplicane, Chennai",Jan 2014,Comprehensive,Diesel,5 Seats,"98,000 Kms",Chennai,Second Owner,1461 cc,Manual,2013,1461 cc,108.45 bhp,,AWD,19.01 kmpl,,,,205mm,,,,,,,,
2012 Skoda Rapid 1.6 TDI Elegance,₹4.50 Lakh,"Anna Nagar, Chennai",Jul 2012,Expired,Diesel,5 Seats,"1,00,000 Kms",Chennai,First Owner,1598 cc,Manual,2012,1598 cc,103.5 bhp,,,20.5 kmpl,Diesel,,,,,,,,,,,
2017 Skoda Octavia 2.0 TDI AT L K,₹19.40 Lakh,"Thygaraya Nagar, Chennai",Jul 2017,Comprehensive,Diesel,5 Seats,"58,000 Kms",Chennai,First Owner,1968 cc,Automatic,2017,1968 cc,141 bhp,,,19.5 kmpl,Diesel,8,,,,,,,,,,
2013 Maruti Ertiga VXI,₹6.30 Lakh,"Anna Nagar, Chennai",May 2013,Comprehensive,Petrol,7 Seats,"54,000 Kms",red hills,First Owner,1373 cc,Manual,2013,1373 cc,93.7 bhp,7,,16.02 kmpl,Petrol,,,,,,,,,,,
2018 Mercedes-Benz GLC 220d 4MATIC Sport,₹34.50 Lakh,Chennai,2018,Expired,Diesel,5 Seats,"50,000 Kms",Chennai,First Owner,2143 cc,Automatic,2018,2143 cc,170 bhp,,AWD,,Diesel,,,,210 kmph,,,,,,,
2016 Maruti Swift AMT ZXI,₹4.68 Lakh,"Vadapalani, Chennai",Dec 2016,Comprehensive,Petrol,5 Seats,"68,983 Kms",Chennai,Second Owner,1197 cc,Automatic,2016,1197 cc,81.80 bhp,,,21.21 kmpl,Petrol,2,,,,,,,,,,
2016 Honda Jazz 1.2 V AT i VTEC,₹5.07 Lakh,"Thiruverkadu, Chennai",Jul 2016,Comprehensive,Petrol,5 Seats,"63,340 Kms",Chennai,First Owner,1199 cc,Automatic,2016,1199 cc,88.7 bhp,,,19 kmpl,Petrol,,3955mm,,,,,,,,,
2018 Hyundai EON Magna Plus,₹3.68 Lakh,"Thiruverkadu, Chennai",Sept 2018,Zero Dep,Petrol,5 Seats,"17,089 Kms",Chennai,First Owner,814 cc,Manual,2018,814 cc,55.2 bhp,,,21.1 kmpl,Petrol,,3495mm,,,,,,,,,
2024 Kia Carens Luxury Plus Diesel,₹20.90 Lakh,"Anna Nagar West Extension, Chennai",Jul 2024,Comprehensive,Diesel,7 Seats,"15,000 Kms",Chennai,First Owner,1493 cc,Manual,2024,1493 cc,114.41 bhp,"6, 7",,,Diesel,,,,,,,,,,210 Litres,
2015 Honda Amaze S Petrol,₹4.10 Lakh,"MEENAMBAKKAM, Chennai",Jan 2016,Expired,Petrol,5 Seats,"96,616 Kms",Chennai,First Owner,1199 cc,Manual,2015,1199 cc,88.76 bhp,,,18.6 kmpl,Petrol,2,,,,,,,,,,
2020 Maruti Baleno Delta,₹6.60 Lakh,"Anna Nagar, Chennai",Nov 2020,Expired,Petrol,5 Seats,"40,001 Kms",Chennai,First Owner,1197 cc,Manual,2020,1197 cc,81.80 bhp,,,21.01 kmpl,Petrol,2,,,,,,,,,,
2024 Maruti Wagon R VXI 1.2,₹6.78 Lakh,"Vadapalani, Chennai",Jul 2024,Comprehensive,Petrol,5 Seats,"4,203 Kms",Chennai,First Owner,1197 cc,Manual,2024,1197 cc,81.80 bhp,,,20.52 kmpl,Petrol,1,,,,,,,,,,
2023 Toyota Innova Hycross VX 8STR Hybrid BSVI,₹29.50 Lakh,"Thygaraya Nagar, Chennai",Nov 2023,Comprehensive,Petrol,8 Seats,"19,000 Kms",Chennai,First Owner,1987 cc,Automatic,2023,1987 cc,183.72 bhp,"7, 8",,,Petrol,2,,,,,,,,,,
2021 Volkswagen Polo 1.0 MPI Trendline,₹5.39 Lakh,"Ganapathipuram, Chennai",Sept 2021,Comprehensive,Petrol,5 Seats,"26,237 Kms",Chennai,Second Owner,999 cc,Manual,2021,999 cc,75.10 bhp,,,17.74 kmpl,Petrol,2,,,,,,,,,,
2019 Hyundai Venue SX Plus Turbo DCT BSIV,₹8.50 Lakh,"Anna Nagar West Extension, Chennai",Jul 2019,Comprehensive,Petrol,5 Seats,"69,000 Kms",Chennai,First Owner,998 cc,Automatic,2019,998 cc,118.35 bhp,,FWD,18.15 kmpl,Petrol,,,,,,,,,,,
2016 Maruti Alto 800 LXi,₹2.89 Lakh,"Airport, Chennai",Jan 2017,Comprehensive,Petrol,5 Seats,"37,437 Kms",Chennai,First Owner,796 cc,Manual,2016,796 cc,46.3 bhp,,,19.7 kmpl,Petrol,,3495mm,,,,,,,,,
2020 Mercedes-Benz C-Class Progressive C 200,₹33 Lakh,"Thygaraya Nagar, Chennai",Jul 2020,Comprehensive,Petrol,5 Seats,"41,000 Kms",Chennai,First Owner,1950 cc,Automatic,2020,,,,,,,,,,,,,,,,,
2015 Honda Jazz 1.2 V AT i VTEC,₹6.30 Lakh,"Triplicane, Chennai",Dec 2015,Comprehensive,Petrol,5 Seats,"78,000 Kms",Chennai,First Owner,1199 cc,Automatic,2015,1199 cc,88.7 bhp,,,19 kmpl,Petrol,,3955mm,,,,,,,,,
2013 Audi Q7 3.0 TDI quattro,₹18 Lakh,"Kottivakkam, Chennai",Jan 2013,Comprehensive,Diesel,7 Seats,"1,35,002 Kms",Chengalpattu,Second Owner,2967 cc,Automatic,2013,2967 cc,241.4 bhp,,AWD,,Diesel,,,,215 kmph,,,,,,,
2020 Maruti Swift VXI,₹6 Lakh,"Anna Nagar, Chennai",Feb 2021,Comprehensive,Petrol,5 Seats,"58,304 Kms",Poonamallee,First Owner,1197 cc,Manual,2020,,,,,,,,,,,,,,,,,
2017 Mahindra XUV500 W10 1.99 mHawk,₹10.50 Lakh,Chennai,2017,Expired,Diesel,7 Seats,"70,000 Kms",Chennai,First Owner,1997 cc,Manual,2017,1997 cc,140 bhp,7,FWD,16 kmpl,,,,200mm,,,,,,,,
2016 Mahindra TUV 300 mHAWK100 T8,₹6.75 Lakh,"Triplicane, Chennai",Jun 2016,Comprehensive,Diesel,7 Seats,"1,13,000 Kms",red hills,First Owner,1493 cc,Manual,2016,1493 cc,100 bhp,,RWD,18.49 kmpl,,,,184mm,,,,,,,,
2021 Maruti S-Presso VXI 2019-2022,₹4.30 Lakh,"Chromepet, Chennai",Jan 2021,Comprehensive,Petrol,5 Seats,"43,309 Kms",Ranipet,First Owner,998 cc,Manual,2021,998 cc,65.71 bhp,,,21.7 kmpl,Petrol,2,,,,,,,,,,
2023 Hyundai Tucson Signature Diesel 4WD AT BSVI,₹35 Lakh,"Thygaraya Nagar, Chennai",Feb 2024,Comprehensive,Diesel,5 Seats,"20,000 Kms",Chennai,First Owner,1997 cc,Automatic,2023,1997 cc,183.72 bhp,5,4WD,,Diesel,6,,,,,,,,,,
2021 Nissan Magnite Turbo XV,₹7.59 Lakh,"Vadapalani, Chennai",Feb 2021,Comprehensive,Petrol,5 Seats,"35,620 Kms",Chennai,First Owner,999 cc,Manual,2021,999 cc,98.63 bhp,,FWD,20 kmpl,,,,205 mm,,,,,,,,
2020 Renault KWID Climber 1.0 AMT Opt,₹3.99 Lakh,"Ganapathipuram, Chennai",Mar 2020,Zero Dep,Petrol,5 Seats,"56,216 Kms",Chennai,First Owner,999 cc,Automatic,2020,999 cc,67 bhp,,,22 kmpl,Petrol,2,,,,,,,,,,
2012 Maruti Wagon R Pro,₹3 Lakh,Chennai,2012,Expired,Petrol,5 Seats,"70,000 Kms",,Second Owner,998 cc,Manual,2012,998 cc,67 bhp,,,18.9 kmpl,Petrol,,3595mm,,,,,,,,,
2020 Hyundai Creta SX Opt IVT BSVI,₹14.25 Lakh,"Thygaraya Nagar, Chennai",Aug 2020,Comprehensive,Petrol,5 Seats,"14,000 Kms",Chennai,First Owner,1497 cc,Automatic,2020,1497 cc,113.18 bhp,5,,14 kmpl,Petrol,6,,,,,,,,,,
2022 Kia Seltos HTX IVT G,₹15.25 Lakh,"Anna Nagar, Chennai",Aug 2022,Comprehensive,Petrol,5 Seats,"30,000 Kms",red hills,First Owner,1497 cc,Automatic,2022,1497 cc,113.42 bhp,5,2WD,16.8 kmpl,Petrol,,,,,,,,,,,
2019 Hyundai Verna VTVT 1.6 SX,₹7.85 Lakh,"Vadapalani, Chennai",Aug 2019,Comprehensive,Petrol,5 Seats,"56,590 Kms",Chennai,First Owner,1591 cc,Manual,2019,1591 cc,121.3 bhp,,,17 kmpl,Petrol,2,,,,,,,,,,
2020 Mercedes-Benz GLC 200,₹37 Lakh,"Thygaraya Nagar, Chennai",Sept 2020,Comprehensive,Petrol,5 Seats,"52,000 Kms",Chennai,Second Owner,1991 cc,Automatic,2020,1991 cc,197 bhp,,AWD,,Petrol,,,,217 kmph,,,,,,,
2016 Hyundai Grand i10 1.2 Kappa Asta,₹4.26 Lakh,"Vadapalani, Chennai",Aug 2016,Comprehensive,Petrol,5 Seats,"36,526 Kms",Chennai,Second Owner,1197 cc,Manual,2016,1197 cc,81.86 bhp,,,18.9 kmpl,Petrol,2,,,,,,,,,,
2018 Datsun RediGO T Option,₹2.95 Lakh,"Chromepet, Chennai",Feb 2019,Comprehensive,Petrol,5 Seats,"41,265 Kms",Chennai,First Owner,799 cc,Manual,2018,799 cc,53.64 bhp,,,22.7 kmpl,Petrol,,3429mm,,,,,,,,,
2021 Skoda Rapid 1.0 TSI Style,₹8.65 Lakh,"Thiruverkadu, Chennai",Sept 2021,Comprehensive,Petrol,5 Seats,"34,339 Kms",Chennai,First Owner,999 cc,Manual,2021,999 cc,108.62 bhp,,,18.97 kmpl,Petrol,4,,,,,,,,,,
2022 Volkswagen Taigun 1.0 TSI Topline BSVI,₹11.26 Lakh,"Ganapathipuram, Chennai",Oct 2022,Zero Dep,Petrol,5 Seats,"21,379 Kms",Chennai,First Owner,999 cc,Manual,2022,999 cc,113.98 bhp,5,,20.08 kmpl,Petrol,,,188,,,,,,,,
2024 Toyota Innova Hycross ZX(O) Hybrid,₹38.25 Lakh,"Thygaraya Nagar, Chennai",Apr 2024,Comprehensive,Petrol,7 Seats,"19,000 Kms",Chennai,First Owner,1987 cc,Automatic,2024,1987 cc,183.72 bhp,"7, 8",,,Petrol,6,,,,,,,,,,
