title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Mileage,Fuel,No. of Airbags,Length,Seating Capacity,Drive Type,Top Speed,Ground Clearance,Boot Space,Global NCAP Safety Rating,Range,Battery Capacity,Charging Time DC,Charging Time AC
2017 Hyundai i20 Asta 1.2,₹4.88 Lakh,"Mumatpura, Ahmedabad",Jul 2017,Zero Dep,Petrol,5 Seats,"53,331 Kms",Ahmedabad,Second Owner,1197 cc,Manual,2017,1197 cc,81.83 bhp,18.6 kmpl,Petrol,,3985mm,,,,,,,,,,
2020 Skoda Superb Petrol Ambition,₹7.08 Lakh,"Gota, Ahmedabad",Nov 2020,Comprehensive,Petrol,5 Seats,"65,506 Kms",Ahmedabad,First Owner,1798 cc,Manual,2020,1798 cc,157.8 bhp,13.1 kmpl,Petrol,,,,,,,,,,,,
2017 Maruti Swift LXI Option,₹3.90 Lakh,Ahmedabad,2017,Expired,Petrol,5 Seats,"60,000 Kms",New Delhi,First Owner,1197 cc,Manual,2017,1197 cc,81.80 bhp,20.4 kmpl,Petrol,,3840mm,,,,,,,,,,
2021 Hyundai Alcazar Signature Diesel AT,₹20.27 Lakh,"Naroda, Ahmedabad",Jun 2021,Comprehensive,Diesel,6 Seats,"31,008 Kms",Anand,First Owner,1493 cc,Automatic,2021,1493 cc,113.42 bhp,18.1 kmpl,Diesel,6,,7,,,,,,,,,
2010 Honda Jazz Active,₹2.25 Lakh,"Makarba, Ahmedabad",Nov 2010,Expired,Petrol,5 Seats,"67,000 Kms",Ahmedabad,Second Owner,1198 cc,Manual,2010,1198 cc,,16 kmpl,Petrol,,3900mm,,,,,,,,,,
2016 Hyundai Creta 1.6 CRDi AT SX Plus,₹7 Lakh,Ahmedabad,2016,Expired,Diesel,5 Seats,"1,00,000 Kms",BE27,First Owner,1582 cc,Automatic,2016,1582 cc,126.2 bhp,17.01 kmpl,,,,5,FWD,,190mm,,,,,,
2019 Hyundai Creta 1.6 VTVT SX Plus,₹9.50 Lakh,"Naranpura Vistar, Ahmedabad",Feb 2019,Comprehensive,Petrol,5 Seats,"59,000 Kms",Ahmedabad,First Owner,1591 cc,Manual,2019,1591 cc,121.3 bhp,13 kmpl,,,,,FWD,,190mm,,,,,,
2018 Honda Brio 1.2 S Option MT,₹2.85 Lakh,Ahmedabad,2018,Expired,Petrol,5 Seats,"1,00,000 Kms",Surendranagar,Second Owner,1198 cc,Manual,2018,1198 cc,86.8 bhp,18.5 kmpl,Petrol,,3610mm,,,,,,,,,,
2015 Nissan Micra XL,₹4.55 Lakh,"Bopal, Ahmedabad",Aug 2015,Expired,Petrol,5 Seats,"39,000 Kms",Ahmedabad,First Owner,1198 cc,Manual,2015,,,,,,,,,,,,,,,,
2014 Honda Amaze S i-VTEC,₹3.29 Lakh,"Gota, Ahmedabad",Jan 2014,Comprehensive,Petrol,5 Seats,"73,292 Kms",Ahmedabad,Second Owner,1198 cc,Manual,2014,1198 cc,86.7 bhp,17.8 kmpl,Petrol,,,,,,,,,,,,
2017 Hyundai Grand i10 Sportz,₹4.25 Lakh,"Navrangpura, Ahmedabad",Feb 2017,Expired,Petrol,5 Seats,"58,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2017,1197 cc,81.86 bhp,18.9 kmpl,Petrol,2,,,,,,,,,,,
2017 Maruti Alto K10 VXI AMT,₹3.51 Lakh,"Naranpura, Ahmedabad",Nov 2017,Expired,Petrol,5 Seats,"70,326 Kms",Gandhinagar,First Owner,998 cc,Automatic,2017,998 cc,67.05 bhp,23.95 kmpl,Petrol,1,,,,,,,,,,,
2017 Renault KWID Climber 1.0 MT,₹2.78 Lakh,"Gota, Ahmedabad",Sept 2017,Comprehensive,Petrol,5 Seats,"56,586 Kms",Ahmedabad,First Owner,999 cc,Manual,2017,999 cc,67 bhp,23.01 kmpl,Petrol,1,,,,,,,,,,,
2023 Tata Nexon Creative Plus S DT,₹9 Lakh,Ahmedabad,2023,Expired,Petrol,5 Seats,"50,000 Kms",Ahmedabad,First Owner,1199 cc,Manual,2023,,,,,,,,,,,,,,,,
2018 Maruti Wagon R VXI CNG,₹3.58 Lakh,"Gota, Ahmedabad",Aug 2018,Comprehensive,CNG,5 Seats,"82,359 Kms",Ahmedabad,Second Owner,998 cc,Manual,2018,998 cc,55.92 bhp,34.05 km/kg,CNG,2,,,,,,,,,,,
2009 Maruti Swift Vdi BSIII,₹1.60 Lakh,Ahmedabad,Oct 2009,Expired,Diesel,5 Seats,"81,000 Kms",Ahmedabad,Third Owner,1248 cc,Manual,2009,1248 cc,,17.8 kmpl,Diesel,,3760mm,,,,,,,,,,
2019 Maruti Swift Dzire VXI 1.2,₹5.50 Lakh,Ahmedabad,2019,Expired,Petrol,5 Seats,"30,000 Kms",Mehsana,First Owner,1197 cc,Manual,2019,1197 cc,81.80 bhp,21.21 kmpl,Petrol,2,,,,,,,,,,,
2015 Maruti Alto K10 VXI AMT,₹1.35 Lakh,Ahmedabad,2015,Expired,Petrol,5 Seats,"1,60,000 Kms",Ahmedabad,Second Owner,998 cc,Automatic,2015,998 cc,67.05 bhp,23.95 kmpl,Petrol,1,,,,,,,,,,,
2017 Maruti Baleno 1.2 Delta,₹5.25 Lakh,"Naranpura Vistar, Ahmedabad",Sept 2017,Comprehensive,Petrol,5 Seats,"62,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2017,1197 cc,83.1 bhp,21.4 kmpl,Petrol,,3995mm,,,,,,,,,,
2017 Hyundai Grand i10 Sportz,₹4.30 Lakh,"Naranpura, Ahmedabad",Jul 2017,Comprehensive,Petrol,5 Seats,"67,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2017,,,,,,,,,,,,,,,,
2016 BMW 5 Series 520i Luxury Line,₹24.90 Lakh,"Chattarpur, New Delhi",Nov 2016,Comprehensive,Petrol,5 Seats,"55,000 Kms",Mumbai,First Owner,1997 cc,Automatic,2016,1997 cc,184 bhp,,Petrol,,,,RWD,231 kmph,,,,,,,
2017 Maruti Baleno 1.2 Alpha,₹5.95 Lakh,"Naranpura Vistar, Ahmedabad",Jun 2017,Expired,Petrol,5 Seats,"78,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2017,,,,,,,,,,,,,,,,
2015 Honda City i VTEC V,₹5.95 Lakh,"Naranpura Vistar, Ahmedabad",Aug 2015,Third Party,Petrol,5 Seats,"50,000 Kms",Ahmedabad,First Owner,1497 cc,Manual,2015,1497 cc,117.3 bhp,17.8 kmpl,Petrol,,,,,,,,,,,,
2016 Maruti Vitara Brezza ZDi,₹6.05 Lakh,"Ambawadi, Ahmedabad",Jul 2016,Expired,Diesel,5 Seats,"94,218 Kms",Ahmedabad,First Owner,1248 cc,Manual,2016,1248 cc,88.5 bhp,24.3 kmpl,,,,,FWD,,198mm,,,,,,
2017 Hyundai i20 1.2 Magna Executive,₹4.92 Lakh,"Gota, Ahmedabad",Jul 2017,Comprehensive,Petrol,5 Seats,"38,093 Kms",Ahmedabad,First Owner,1197 cc,Manual,2017,,,,,,,,,,,,,,,,
2016 Mahindra XUV500 W8 2WD,₹4.70 Lakh,Ahmedabad,2016,Expired,Diesel,7 Seats,"1,20,000 Kms",Mehsana,Third Owner,2179 cc,Manual,2016,2179 cc,140 bhp,16 kmpl,,,,7,FWD,,200mm,,,,,,
2018 Renault Duster 110PS Diesel RxZ,₹5.25 Lakh,"Vasna, Ahmedabad",Aug 2018,Expired,Diesel,5 Seats,"68,300 Kms",Ahmedabad,Second Owner,1461 cc,Manual,2018,1461 cc,108.45 bhp,19.6 kmpl,,,,5,FWD,,205mm,,,,,,
2014 Maruti Ertiga VDI,₹6.25 Lakh,"Gota, Ahmedabad",Jun 2014,Comprehensive,Diesel,7 Seats,"60,000 Kms",Ahmedabad,First Owner,1248 cc,Manual,2014,1248 cc,88.76 bhp,20.77 kmpl,Diesel,,,7,,,,,,,,,
2018 Maruti Vitara Brezza ZDi AMT,₹7.25 Lakh,"Bopal, Ahmedabad",Aug 2018,Comprehensive,Diesel,5 Seats,"97,000 Kms",Ahmedabad,First Owner,1248 cc,Automatic,2018,1248 cc,88.5 bhp,24.3 kmpl,,,,,FWD,,198mm,,,,,,
2022 Maruti Alto 800 LXi,₹3.59 Lakh,"Gota, Ahmedabad",Jul 2022,Comprehensive,Petrol,5 Seats,"27,978 Kms",Ahmedabad,First Owner,796 cc,Manual,2022,796 cc,46.3 bhp,19.7 kmpl,Petrol,,3495mm,,,,,,,,,,
2012 Hyundai Verna 1.6 SX,₹3.51 Lakh,"Naranpura, Ahmedabad",Mar 2012,Expired,Diesel,5 Seats,"75,000 Kms",Ahmedabad,Second Owner,1582 cc,Manual,2012,1582 cc,126.32 bhp,22.32 kmpl,Diesel,,,,,,,,,,,,
2021 Tata Nexon EV XZ Plus LUX,₹11.50 Lakh,Ahmedabad,2021,Expired,Electric,5 Seats,"90,000 Kms",Gandhinagar,First Owner,,Automatic,2021,,127 bhp,,,,,5,,,,,5 Star,312 km,30.2 kWh,60 Mins,9.16 Hours
2017 Maruti Alto 800 LXI,₹2.65 Lakh,"Sardarnagar, Ahmedabad",Jul 2017,Expired,Petrol,5 Seats,"32,000 Kms",Kheda,Second Owner,796 cc,Manual,2017,796 cc,47.3 bhp,24.7 kmpl,Petrol,,3430mm,,,,,,,,,,
2021 Mahindra Thar LX 4WD Hard Top AT BSVI,₹12.75 Lakh,"Naranpura, Ahmedabad",Aug 2021,Zero Dep,Petrol,4 Seats,"14,000 Kms",Ahmedabad,First Owner,1997 cc,Automatic,2021,1997 cc,150 bhp,8 kmpl,,,,4,4X4,,226mm,,4 Star,,,,
2018 Maruti Vitara Brezza ZDi,₹7.55 Lakh,"Vasna, Ahmedabad",Feb 2018,Expired,Diesel,5 Seats,"68,300 Kms",Ahmedabad,First Owner,1248 cc,Manual,2018,1248 cc,88.5 bhp,24.3 kmpl,,,,,FWD,,198mm,,,,,,
2016 Hyundai Grand i10 Sportz CNG,₹4.35 Lakh,"Naranpura Vistar, Ahmedabad",Mar 2016,Third Party,Petrol,5 Seats,"55,000 Kms",Ahmedabad,Second Owner,1197 cc,Manual,2016,1197 cc,82 bhp,25 kmpl,Petrol,,3765mm,,,,,,,,,,
2022 Kia Sonet HTX Diesel AT BSVI,₹11 Lakh,Ahmedabad,2022,Expired,Diesel,5 Seats,"70,000 Kms",Gandhinagar,First Owner,1493 cc,Automatic,2022,1493 cc,113.43 bhp,,Diesel,4,,5,FWD,,,,,,,,
2015 Maruti Alto K10 VXI AMT,₹3.10 Lakh,"Pada Pole Gandhi Road, Ahmedabad",Jan 2016,Third Party,Petrol,5 Seats,"81,000 Kms",Ahmedabad,First Owner,998 cc,Automatic,2015,998 cc,67.05 bhp,23.95 kmpl,Petrol,1,,,,,,,,,,,
2020 Hyundai Venue SX Turbo,₹7.46 Lakh,"Gota, Ahmedabad",Mar 2020,Comprehensive,Petrol,5 Seats,"41,890 Kms",Ahmedabad,First Owner,998 cc,Manual,2020,998 cc,118.35 bhp,18.27 kmpl,Petrol,,,,FWD,,,,,,,,
2018 Maruti Alto K10 VXI,₹2.95 Lakh,"Naroda, Ahmedabad",Jan 2019,Expired,Petrol,5 Seats,"32,208 Kms",Ahmedabad,First Owner,998 cc,Manual,2018,998 cc,65.71 bhp,24.39 kmpl,Petrol,,,,,,,214 Litres,2 Star,,,,
2020 Maruti Wagon R VXI 1.2,₹4.69 Lakh,"Gota, Ahmedabad",Aug 2020,Comprehensive,Petrol,5 Seats,"45,060 Kms",Ahmedabad,First Owner,1197 cc,Manual,2020,1197 cc,81.80 bhp,20.52 kmpl,Petrol,1,,,,,,,,,,,
2017 Jeep Compass 2.0 Longitude BSIV,₹7.50 Lakh,"Makarba, Ahmedabad",Nov 2017,Comprehensive,Diesel,5 Seats,"66,000 Kms",Ahmedabad,First Owner,1956 cc,Manual,2017,1956 cc,170 bhp,17.1 kmpl,,,,5,4X2,,178mm,,,,,,
2012 Tata Indica Quadrajet VX,₹1.50 Lakh,"Sardarnagar, Ahmedabad",May 2013,Expired,Diesel,5 Seats,"45,000 Kms",Ahmedabad,Second Owner,1248 cc,Manual,2012,1248 cc,74 bhp,22.3 kmpl,Diesel,,3795mm,,,,,,,,,,
2016 Maruti Vitara Brezza ZDi,₹5.75 Lakh,Ahmedabad,2016,Expired,Diesel,5 Seats,"1,20,000 Kms",,First Owner,1248 cc,Manual,2016,1248 cc,88.5 bhp,24.3 kmpl,,,,,FWD,,198mm,,,,,,
2023 Maruti Celerio VXI,₹5 Lakh,"Naroda, Ahmedabad",Jun 2023,Third Party,Petrol,5 Seats,"18,661 Kms",Ahmedabad,First Owner,998 cc,Manual,2023,998 cc,65.71 bhp,25.24 kmpl,Petrol,,,,,,,313 Litres,,,,,
2015 Honda City i DTEC SV,₹4.20 Lakh,Ahmedabad,2015,Expired,Diesel,5 Seats,"90,000 Kms",Ahmedabad,First Owner,1498 cc,Manual,2015,1498 cc,98.6 bhp,26 kmpl,Diesel,,,,,,,,,,,,
2014 Maruti Swift Dzire VXI,₹3.90 Lakh,"Naranpura Vistar, Ahmedabad",Jul 2014,Comprehensive,Petrol,5 Seats,"58,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2014,1197 cc,85.8 bhp,19.1 kmpl,Petrol,,,,,,,,,,,,
2016 Honda Jazz V,₹4.49 Lakh,"Gota, Ahmedabad",Mar 2016,Comprehensive,Petrol,5 Seats,"78,244 Kms",Ahmedabad,First Owner,1199 cc,Manual,2016,1199 cc,88.50 bhp,17.1 kmpl,Petrol,2,,,,,,,,,,,
2021 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹5.33 Lakh,"Gota, Ahmedabad",Jun 2021,Comprehensive,Petrol,5 Seats,"27,069 Kms",Ahmedabad,First Owner,1197 cc,Manual,2021,1197 cc,81.86 bhp,18.9 kmpl,Petrol,2,,,,,,,,,,,
2017 Tata Tiago 1.2 Revotron XTA,₹4.50 Lakh,"Makarba, Ahmedabad",Dec 2017,Expired,Petrol,5 Seats,"76,000 Kms",Ahmedabad,First Owner,1199 cc,Automatic,2017,,,,,,,,,,,,,,,,
2024 Hyundai Aura SX CNG,₹7.80 Lakh,"Gota, Ahmedabad",Jun 2024,Comprehensive,CNG,5 Seats,"5,498 Kms",Banaskantha,Second Owner,1197 cc,Manual,2024,1197 cc,68.05 bhp,,CNG,2,,,,,,,,,,,
2017 Hyundai Grand i10 1.2 Kappa Magna AT,₹5.11 Lakh,"Naranpura Vistar, Ahmedabad",Nov 2017,Comprehensive,Petrol,5 Seats,"50,000 Kms",Ahmedabad,First Owner,1197 cc,Automatic,2017,1197 cc,81.86 bhp,18.9 kmpl,Petrol,2,,,,,,,,,,,
2017 Maruti Ciaz 1.4 Alpha,₹5 Lakh,Ahmedabad,2017,Expired,Petrol,5 Seats,"1,20,000 Kms",Ahmedabad,First Owner,1373 cc,Manual,2017,1373 cc,91.1 bhp,20.73 kmpl,Petrol,,,,,,,,,,,,
2010 Hyundai i20 1.2 Magna,₹2.10 Lakh,Ahmedabad,2010,Expired,Petrol,5 Seats,"60,000 Kms",Ahmedabad,Second Owner,1197 cc,Manual,2010,1197 cc,,18.5 kmpl,Petrol,,3940 mm,,,,,,,,,,
2012 Hyundai EON Era,₹1.65 Lakh,"Sardarnagar, Ahmedabad",Jun 2012,Third Party,Petrol,5 Seats,"75,000 Kms",Valsad,First Owner,814 cc,Manual,2012,814 cc,55.2 bhp,21.1 kmpl,Petrol,,3495mm,,,,,,,,,,
2023 Mercedes-Benz A-Class Limousine A 200d BSVI,₹42 Lakh,"Paldi, Ahmedabad",Jan 2024,Comprehensive,Diesel,5 Seats,"16,000 Kms",Sabarkantha,First Owner,1950 cc,Automatic,2023,,,,,,,,,,,,,,,,
2023 Tata Tigor XM CNG,₹6.46 Lakh,"Mumatpura, Ahmedabad",Jun 2023,Third Party,CNG,5 Seats,"22,121 Kms",Ahmedabad,First Owner,1199 cc,Manual,2023,1199 cc,72.41 bhp,26.49 km/kg,CNG,2,,,,,,,3 Star,,,,
2014 Toyota Fortuner 4x2 AT,₹13.50 Lakh,"Ambli, Ahmedabad",Dec 2014,Expired,Diesel,7 Seats,"80,000 Kms",Ahmedabad,Second Owner,2982 cc,Automatic,2014,2982 cc,168.5 bhp,12.55 kmpl,,,,7,FWD,,220mm,,,,,,
2022 Maruti XL6 Alpha,₹8.61 Lakh,"Mumatpura, Ahmedabad",Jul 2022,Third Party,Petrol,6 Seats,"78,878 Kms",Ahmedabad,First Owner,1462 cc,Manual,2022,1462 cc,103.2 bhp,19.01 kmpl,Petrol,,,6,,,,,,,,,
2017 Maruti Ciaz Delta Diesel,₹6.90 Lakh,"Naranpura Vistar, Ahmedabad",Dec 2017,Third Party,Diesel,5 Seats,"63,000 Kms",Ahmedabad,First Owner,1248 cc,Automatic,2017,,,,,,,,,,,,,,,,
2019 Tata Tiago 1.2 Revotron XTA,₹4.75 Lakh,"Naranpura, Ahmedabad",Jul 2019,Zero Dep,Petrol,5 Seats,"31,000 Kms",Ahmedabad,First Owner,1199 cc,Automatic,2019,1199 cc,84 bhp,23.84 kmpl,Petrol,,3746mm,,,,,,,,,,
2014 Volkswagen Vento Diesel Highline,₹3.95 Lakh,"Vasna, Ahmedabad",Oct 2014,Expired,Diesel,5 Seats,"73,000 Kms",Ahmedabad,Second Owner,1598 cc,Manual,2014,1598 cc,103.6 bhp,20.54 kmpl,Diesel,,,,,,,,,,,,
2019 Hyundai Grand i10 Nios AMT Magna,₹5.50 Lakh,"Makarba, Ahmedabad",Dec 2019,Comprehensive,Petrol,5 Seats,"96,000 Kms",Ahmedabad,First Owner,1197 cc,Automatic,2019,1197 cc,81.86 bhp,20.7 kmpl,Petrol,2,,,,,,,,,,,
2022 Tata Altroz XZ Plus BSVI,₹7.10 Lakh,"Naroda, Ahmedabad",Jun 2022,Third Party,Petrol,5 Seats,"19,569 Kms",Ahmedabad,First Owner,1199 cc,Manual,2022,1199 cc,86.83 bhp,19.33 kmpl,Petrol,2,,,,,,,,,,,
2012 Hyundai EON Era,₹1.38 Lakh,Ahmedabad,2012,Expired,Petrol,5 Seats,"80,000 Kms",Chandigarh,Second Owner,814 cc,Manual,2012,814 cc,55.2 bhp,21.1 kmpl,Petrol,,3495mm,,,,,,,,,,
2017 Toyota Innova Crysta 2.8 GX AT 8S BSIV,₹15.50 Lakh,"Bopal, Ahmedabad",Jan 2017,Comprehensive,Diesel,8 Seats,"78,000 Kms",Ahmedabad,First Owner,2755 cc,Automatic,2017,2755 cc,171.5 bhp,,Diesel,3,,7,,,,,,,,,
2022 Skoda Slavia 1.0 TSI Style BSVI,₹10.10 Lakh,Ahmedabad,2022,Expired,Petrol,5 Seats,"40,000 Kms",Ahmedabad,First Owner,999 cc,Manual,2022,999 cc,113.98 bhp,19.47 kmpl,Petrol,6,,,,,,,,,,,
2018 Mercedes-Benz GLA Class Urban Edition 200,₹23.90 Lakh,"Chattarpur, New Delhi",Jan 2018,Comprehensive,Petrol,5 Seats,"35,000 Kms",Mumbai,Second Owner,1991 cc,Automatic,2018,1991 cc,183 bhp,,Petrol,,,5,2WD,225 kmph,,,,,,,
2009 Hyundai Santro Xing GLS,₹2.11 Lakh,"Naranpura Vistar, Ahmedabad",Feb 2010,Comprehensive,Petrol,5 Seats,"80,000 Kms",New Delhi,First Owner,1086 cc,Manual,2009,1086 cc,62.1 bhp,17.92 kmpl,Petrol,,3565mm,,,,,,,,,,
2023 Maruti Ertiga VXI,₹9.75 Lakh,"Vasna, Ahmedabad",May 2023,Comprehensive,Petrol,7 Seats,"12,500 Kms",Rajkot,First Owner,1462 cc,Manual,2023,1462 cc,101.65 bhp,20.51 kmpl,Petrol,,,7,,,,,,,,,
2021 Hyundai i20 N-Line N8 iMT Dual tone,₹8.13 Lakh,"Gota, Ahmedabad",Feb 2022,Comprehensive,Petrol,5 Seats,"13,437 Kms",Surat,First Owner,998 cc,Manual,2021,998 cc,118.41 bhp,20 kmpl,Petrol,6,,,,,,,,,,,
2021 Mahindra XUV300 W8 Option BSVI,₹9.11 Lakh,"Naranpura, Ahmedabad",Aug 2021,Comprehensive,Petrol,5 Seats,"48,000 Kms",Mehsana,First Owner,1197 cc,Manual,2021,1197 cc,108.62 bhp,16.82 kmpl,Petrol,6,,5,,,,,,,,,
2017 Honda Jazz 1.2 V AT i VTEC,₹5.25 Lakh,"Bopal, Ahmedabad",Jun 2017,Comprehensive,Petrol,5 Seats,"65,000 Kms",Ahmedabad,First Owner,1199 cc,Automatic,2017,1199 cc,88.7 bhp,19 kmpl,Petrol,,3955mm,,,,,,,,,,
2017 Hyundai Grand i10 Magna,₹3.60 Lakh,"Sardarnagar, Ahmedabad",Apr 2017,Third Party,Petrol,5 Seats,"62,000 Kms",Vadodara,Second Owner,1197 cc,Manual,2017,1197 cc,82 bhp,18.9 kmpl,Petrol,,3765mm,,,,,,,,,,
2015 Honda Amaze S i-Dtech,₹4.50 Lakh,"Ambli, Ahmedabad",May 2015,Comprehensive,Diesel,5 Seats,"90,000 Kms",Ahmedabad,First Owner,1498 cc,Manual,2015,1498 cc,98.6 bhp,25.8 kmpl,Diesel,,,,,,,,,,,,
2015 Hyundai Creta 1.6 CRDi AT SX Plus,₹6.45 Lakh,Ahmedabad,2015,Expired,Diesel,5 Seats,"80,000 Kms",Ahmedabad,First Owner,1582 cc,Automatic,2015,1582 cc,126.2 bhp,17.01 kmpl,,,,5,FWD,,190mm,,,,,,
2011 Volkswagen Polo 1.5 TDI Trendline,₹2.40 Lakh,"Gota, Ahmedabad",Aug 2011,Comprehensive,Diesel,5 Seats,"69,112 Kms",Jamnagar,First Owner,1498 cc,Manual,2011,1498 cc,88 bhp,20.14 kmpl,Diesel,,3971mm,,,,,,,,,,
2016 Maruti Ciaz ZDi SHVS,₹5.51 Lakh,"Ghatlodia, Ahmedabad",Sept 2016,Comprehensive,Diesel,5 Seats,"69,000 Kms",Ahmedabad,First Owner,1248 cc,Manual,2016,1248 cc,88.5 bhp,28.09 kmpl,Diesel,,,,,,,,,,,,
2015 Hyundai Creta 1.6 CRDi AT SX Plus,₹6.95 Lakh,"Makarba, Ahmedabad",Sept 2015,Expired,Diesel,5 Seats,"70,000 Kms",Ahmedabad,First Owner,1582 cc,Automatic,2015,1582 cc,126.2 bhp,17.01 kmpl,,,,5,FWD,,190mm,,,,,,
2020 Maruti Ertiga BSIV ZXI Plus,₹9.50 Lakh,"Naranpura Vistar, Ahmedabad",Aug 2020,Comprehensive,Petrol,7 Seats,"56,000 Kms",Ahmedabad,First Owner,1373 cc,Manual,2020,1373 cc,91.1 bhp,17.5 kmpl,Petrol,,,7,,,,,,,,,
2014 Maruti Wagon R VXI BS IV,₹2.78 Lakh,"Mumatpura, Ahmedabad",Dec 2014,Third Party,Petrol,5 Seats,"27,570 Kms",Vadodara,First Owner,998 cc,Manual,2014,998 cc,67.04 bhp,20.51 kmpl,Petrol,,3599mm,,,,,,,,,,
2012 Hyundai EON Era Plus,₹1.50 Lakh,Ahmedabad,2012,Expired,Petrol,5 Seats,"60,000 Kms",Ahmedabad,Second Owner,814 cc,Manual,2012,814 cc,55.2 bhp,21.1 kmpl,Petrol,,3495mm,,,,,,,,,,
2022 Maruti XL6 Alpha Plus AT BSVI,₹10.78 Lakh,Ahmedabad,2022,Expired,Petrol,6 Seats,"20,000 Kms",Ahmedabad,First Owner,1462 cc,Automatic,2022,,,,,,,,,,,,,,,,
2018 Maruti S Cross Zeta DDiS 200 SH,₹7 Lakh,Ahmedabad,2018,Expired,Diesel,5 Seats,"70,000 Kms",,First Owner,1248 cc,Manual,2018,1248 cc,88.5 bhp,25.1 kmpl,,,,,FWD,,180mm,,,,,,
2015 Mahindra XUV500 W6 2WD,₹6.51 Lakh,"Naranpura Vistar, Ahmedabad",Nov 2015,Comprehensive,Diesel,7 Seats,"63,000 Kms",Surat,First Owner,2179 cc,Manual,2015,,,,,,,,,,,,,,,,
2016 Hyundai Creta 1.6 CRDi AT SX Plus,₹7.90 Lakh,"Abasana, Ahmedabad",Dec 2016,Comprehensive,Diesel,5 Seats,"1,08,000 Kms",Ahmedabad,First Owner,1582 cc,Automatic,2016,1582 cc,126.2 bhp,17.01 kmpl,,,,5,FWD,,190mm,,,,,,
2016 Renault Scala Diesel RxL,₹3.80 Lakh,"Naranpura, Ahmedabad",Mar 2016,Comprehensive,Diesel,5 Seats,"57,000 Kms",Ahmedabad,First Owner,1461 cc,Manual,2016,,,,,,,,,,,,,,,,
2018 Audi A6 35 TDI,₹31.50 Lakh,"Bhadaj, Ahmedabad",Apr 2019,Comprehensive,Diesel,5 Seats,"48,091 Kms",Surat,First Owner,1968 cc,Automatic,2018,1968 cc,187.74 bhp,18.53 kmpl,Diesel,,,,,,,,,,,,
2014 Maruti Wagon R LXI,₹2.81 Lakh,"Gota, Ahmedabad",Nov 2014,Comprehensive,Petrol,5 Seats,"58,279 Kms",Ahmedabad,First Owner,998 cc,Manual,2014,998 cc,67.1 bhp,18.9 kmpl,Petrol,,3595mm,,,,,,,,,,
2019 Maruti Ciaz Petrol,₹7.83 Lakh,"Gota, Ahmedabad",Oct 2019,Comprehensive,Diesel,,"29,392 Kms",Ahmedabad,First Owner,1248 cc,Manual,2019,1248 cc,88.5 bhp,,Diesel,,,,,,,,,,,,
2017 Maruti Ciaz 1.3 Delta,₹6.35 Lakh,"Gota, Ahmedabad",Nov 2017,Comprehensive,Diesel,5 Seats,"60,000 Kms",Ahmedabad,First Owner,1248 cc,Manual,2017,1248 cc,88.5 bhp,28.09 kmpl,Diesel,,,,,,,,,,,,
2015 Hyundai Santa Fe 2WD AT,₹5.65 Lakh,"Indirapuram, Ghaziabad",Jun 2015,Third Party,Diesel,7 Seats,"66,200 Kms",New Delhi,First Owner,2199 cc,Automatic,2015,2199 cc,194.3 bhp,13.01 kmpl,,,,7,FWD,,185mm,,,,,,
2019 Renault KWID RXL,₹3.06 Lakh,"Gota, Ahmedabad",Jan 2020,Comprehensive,Petrol,5 Seats,"44,911 Kms",Ahmedabad,First Owner,799 cc,Manual,2019,799 cc,53.3 bhp,25.17 kmpl,Petrol,1,,,,,,,,,,,
2023 Land Rover Range Rover Evoque 2.0 R-Dynamic SE Diesel,₹58 Lakh,"Ambli, Ahmedabad",Oct 2023,Comprehensive,Diesel,5 Seats,"33,000 Kms",Gandhinagar,First Owner,1997 cc,Automatic,2023,,,,,,,,,,,,,,,,
2015 Maruti Wagon R LXI CNG,₹3.07 Lakh,"Gota, Ahmedabad",Dec 2015,Comprehensive,CNG,5 Seats,"77,716 Kms",Gandhinagar,First Owner,998 cc,Manual,2015,998 cc,58.16 bhp,26.6 km/kg,CNG,,3599mm,,,,,,,,,,
2017 Volkswagen Polo 1.2 MPI Highline,₹5.50 Lakh,Ahmedabad,2017,Expired,Petrol,5 Seats,"1,20,000 Kms",Mehsana,First Owner,1199 cc,Manual,2017,,,,,,,,,,,,,,,,
2019 Hyundai i20 Asta 1.2,₹6.74 Lakh,"Gota, Ahmedabad",Jul 2019,Comprehensive,Petrol,5 Seats,"21,336 Kms",Ahmedabad,First Owner,1197 cc,Manual,2019,1197 cc,81.83 bhp,18.6 kmpl,Petrol,,3985mm,,,,,,,,,,
2018 Hyundai Grand i10 1.2 Kappa Magna AT,₹5.20 Lakh,"Ghodasar, Ahmedabad",Sept 2018,Expired,Petrol,5 Seats,"51,000 Kms",Ahmedabad,First Owner,1197 cc,Automatic,2018,1197 cc,81.86 bhp,18.9 kmpl,Petrol,2,,,,,,,,,,,
